transaction_id,account_id,card_fingerprint,merchant_id,merchant_category,transaction_amount,currency,auth_result,decline_reason,ip_address,device_id,bin_country,is_card_present,created_at
TX00164,ACC0028,card_e67a2247a5da,MERCH001,GROCERY,172.84,USD,APPROVED,,10.2.28.28,dev_ACC0028,US,False,2026-05-06 07:08:00
TX00165,ACC0032,card_8f333e9ea27f,MERCH001,GROCERY,20.90,USD,APPROVED,,10.2.32.32,dev_ACC0032,US,False,2026-05-05 18:31:00
TX00166,ACC0026,card_b787638fefdb,MERCH001,GROCERY,11.84,USD,APPROVED,,10.2.26.26,dev_ACC0026,US,False,2026-05-05 09:52:00
TX00167,ACC0020,card_f4e9adef0c5f,MERCH001,GROCERY,193.40,USD,APPROVED,,10.2.20.20,dev_ACC0020,US,False,2026-05-05 12:41:00
TX00168,ACC0019,card_7163f7d2b432,MERCH001,GROCERY,129.37,USD,APPROVED,,10.2.19.19,dev_ACC0019,US,False,2026-05-05 08:15:00
TX00169,ACC0028,card_e67a2247a5da,MERCH001,GROCERY,137.82,USD,APPROVED,,10.2.28.28,dev_ACC0028,US,False,2026-05-05 20:58:00
TX00170,ACC0015,card_4b32a63b5d85,MERCH001,GROCERY,203.49,USD,APPROVED,,10.2.15.15,dev_ACC0015,US,False,2026-05-06 06:48:00
TX00171,ACC0005,card_42f40d2292e0,MERCH001,GROCERY,114.69,USD,APPROVED,,10.2.5.5,dev_ACC0005,US,False,2026-05-05 09:26:00
TX00172,ACC0030,card_014f38b046cf,MERCH001,GROCERY,148.18,USD,APPROVED,,10.2.30.30,dev_ACC0030,US,False,2026-05-05 18:41:00
TX00173,ACC0037,card_92a81cd52f45,MERCH001,GROCERY,110.25,USD,APPROVED,,10.2.37.37,dev_ACC0037,US,False,2026-05-06 05:51:00
TX00174,ACC0008,card_b8fd3588983e,MERCH001,GROCERY,51.25,USD,APPROVED,,10.2.8.8,dev_ACC0008,US,False,2026-05-05 19:05:00
TX00175,ACC0040,card_eab942742129,MERCH001,GROCERY,31.15,USD,APPROVED,,10.2.40.40,dev_ACC0040,US,False,2026-05-05 20:21:00
TX00176,ACC0007,card_a18b713bc969,MERCH001,GROCERY,106.11,USD,APPROVED,,10.2.7.7,dev_ACC0007,US,False,2026-05-06 04:06:00
TX00177,ACC0006,card_bd53691627aa,MERCH001,GROCERY,188.99,USD,APPROVED,,10.2.6.6,dev_ACC0006,US,False,2026-05-05 18:35:00
TX00178,ACC0015,card_4b32a63b5d85,MERCH001,GROCERY,28.33,USD,APPROVED,,10.2.15.15,dev_ACC0015,US,False,2026-05-05 13:44:00
TX00179,ACC0008,card_b8fd3588983e,MERCH001,GROCERY,227.42,USD,APPROVED,,10.2.8.8,dev_ACC0008,US,False,2026-05-05 14:37:00
TX00180,ACC0023,card_302ec4c12b12,MERCH001,GROCERY,205.61,USD,APPROVED,,10.2.23.23,dev_ACC0023,US,False,2026-05-06 06:01:00
TX00181,ACC0016,card_475c7ffdd5f2,MERCH001,GROCERY,57.35,USD,APPROVED,,10.2.16.16,dev_ACC0016,US,False,2026-05-05 16:44:00
TX00182,ACC0039,card_b65ecfd159f7,MERCH001,GROCERY,28.08,USD,APPROVED,,10.2.39.39,dev_ACC0039,US,False,2026-05-06 06:22:00
TX00183,ACC0032,card_8f333e9ea27f,MERCH001,GROCERY,192.37,USD,APPROVED,,10.2.32.32,dev_ACC0032,US,False,2026-05-06 03:14:00
TX00184,ACC0029,card_e4224f2ad167,MERCH001,GROCERY,164.32,USD,APPROVED,,10.2.29.29,dev_ACC0029,US,False,2026-05-06 03:16:00
TX00185,ACC0040,card_eab942742129,MERCH001,GROCERY,85.87,USD,APPROVED,,10.2.40.40,dev_ACC0040,US,False,2026-05-06 05:24:00
TX00186,ACC0029,card_e4224f2ad167,MERCH001,GROCERY,161.53,USD,DECLINED,INSUFFICIENT_FUNDS,10.2.29.29,dev_ACC0029,US,False,2026-05-05 23:05:00
TX00187,ACC0018,card_b7b1d040a97d,MERCH001,GROCERY,131.76,USD,APPROVED,,10.2.18.18,dev_ACC0018,US,False,2026-05-05 20:00:00
TX00188,ACC0020,card_f4e9adef0c5f,MERCH001,GROCERY,23.65,USD,APPROVED,,10.2.20.20,dev_ACC0020,US,False,2026-05-05 09:17:00
TX00189,ACC0019,card_7163f7d2b432,MERCH001,GROCERY,157.60,USD,APPROVED,,10.2.19.19,dev_ACC0019,US,False,2026-05-05 11:04:00
TX00190,ACC0033,card_41c321590403,MERCH001,GROCERY,143.04,USD,APPROVED,,10.2.33.33,dev_ACC0033,US,False,2026-05-06 03:48:00
TX00191,ACC0003,card_3ebd09c3f28a,MERCH001,GROCERY,166.44,USD,APPROVED,,10.2.3.3,dev_ACC0003,US,False,2026-05-06 03:30:00
TX00192,ACC0021,card_b477b1e75316,MERCH001,GROCERY,46.21,USD,APPROVED,,10.2.21.21,dev_ACC0021,US,False,2026-05-06 01:06:00
TX00193,ACC0004,card_0558751a0689,MERCH001,GROCERY,245.77,USD,APPROVED,,10.2.4.4,dev_ACC0004,US,False,2026-05-05 19:43:00
TX00194,ACC0006,card_bd53691627aa,MERCH001,GROCERY,19.39,USD,APPROVED,,10.2.6.6,dev_ACC0006,US,False,2026-05-05 13:53:00
TX00195,ACC0029,card_e4224f2ad167,MERCH001,GROCERY,135.46,USD,APPROVED,,10.2.29.29,dev_ACC0029,US,False,2026-05-06 01:53:00
TX00196,ACC0011,card_5d9e8a514237,MERCH001,GROCERY,102.98,USD,APPROVED,,10.2.11.11,dev_ACC0011,US,False,2026-05-05 17:39:00
TX00197,ACC0022,card_41d6615b845a,MERCH001,GROCERY,199.41,USD,APPROVED,,10.2.22.22,dev_ACC0022,US,False,2026-05-05 09:47:00
TX00198,ACC0022,card_41d6615b845a,MERCH001,GROCERY,143.91,USD,DECLINED,INSUFFICIENT_FUNDS,10.2.22.22,dev_ACC0022,US,False,2026-05-05 11:13:00
TX00199,ACC0025,card_be315fed800f,MERCH001,GROCERY,241.46,USD,APPROVED,,10.2.25.25,dev_ACC0025,US,False,2026-05-06 06:24:00
TX00200,ACC0039,card_b65ecfd159f7,MERCH001,GROCERY,29.56,USD,APPROVED,,10.2.39.39,dev_ACC0039,US,False,2026-05-05 19:22:00
TX00201,ACC0010,card_64171538195d,MERCH001,GROCERY,242.25,USD,APPROVED,,10.2.10.10,dev_ACC0010,US,False,2026-05-05 18:35:00
TX00202,ACC0026,card_b787638fefdb,MERCH001,GROCERY,84.30,USD,APPROVED,,10.2.26.26,dev_ACC0026,US,False,2026-05-05 10:53:00
TX00203,ACC0025,card_be315fed800f,MERCH001,GROCERY,205.16,USD,APPROVED,,10.2.25.25,dev_ACC0025,US,False,2026-05-05 19:12:00
TX00204,ACC0034,card_d58fd21b9a1c,MERCH001,GROCERY,111.62,USD,APPROVED,,10.2.34.34,dev_ACC0034,US,False,2026-05-06 06:53:00
TX00205,ACC0024,card_096dcf3cee0d,MERCH001,GROCERY,53.26,USD,DECLINED,INSUFFICIENT_FUNDS,10.2.24.24,dev_ACC0024,US,False,2026-05-05 18:32:00
TX00206,ACC0014,card_47b704c2ddd9,MERCH001,GROCERY,56.08,USD,APPROVED,,10.2.14.14,dev_ACC0014,US,False,2026-05-06 00:35:00
TX00207,ACC0009,card_e055b988f89b,MERCH001,GROCERY,212.66,USD,APPROVED,,10.2.9.9,dev_ACC0009,US,False,2026-05-05 18:05:00
TX00208,ACC0007,card_a18b713bc969,MERCH001,GROCERY,210.43,USD,APPROVED,,10.2.7.7,dev_ACC0007,US,False,2026-05-06 02:25:00
TX00209,ACC0034,card_d58fd21b9a1c,MERCH001,GROCERY,220.33,USD,DECLINED,INSUFFICIENT_FUNDS,10.2.34.34,dev_ACC0034,US,False,2026-05-05 19:29:00
TX00210,ACC0040,card_eab942742129,MERCH001,GROCERY,47.02,USD,APPROVED,,10.2.40.40,dev_ACC0040,US,False,2026-05-05 20:51:00
TX00211,ACC0012,card_167012b76f92,MERCH001,GROCERY,204.17,USD,APPROVED,,10.2.12.12,dev_ACC0012,US,False,2026-05-06 05:19:00
TX00212,ACC0011,card_5d9e8a514237,MERCH001,GROCERY,108.61,USD,APPROVED,,10.2.11.11,dev_ACC0011,US,False,2026-05-05 09:29:00
TX00213,ACC0016,card_475c7ffdd5f2,MERCH001,GROCERY,78.38,USD,APPROVED,,10.2.16.16,dev_ACC0016,US,False,2026-05-06 04:50:00
TX00214,ACC0029,card_e4224f2ad167,MERCH001,GROCERY,84.27,USD,APPROVED,,10.2.29.29,dev_ACC0029,US,False,2026-05-05 16:09:00
TX00215,ACC0031,card_77e6c3c4e982,MERCH001,GROCERY,98.28,USD,APPROVED,,10.2.31.31,dev_ACC0031,US,False,2026-05-05 14:37:00
TX00216,ACC0037,card_92a81cd52f45,MERCH001,GROCERY,194.67,USD,APPROVED,,10.2.37.37,dev_ACC0037,US,False,2026-05-05 23:45:00
TX00217,ACC0025,card_be315fed800f,MERCH001,GROCERY,241.90,USD,APPROVED,,10.2.25.25,dev_ACC0025,US,False,2026-05-05 22:17:00
TX00218,ACC0013,card_d4037b40d345,MERCH001,GROCERY,219.52,USD,APPROVED,,10.2.13.13,dev_ACC0013,US,False,2026-05-05 12:43:00
TX00219,ACC0004,card_0558751a0689,MERCH001,GROCERY,143.09,USD,APPROVED,,10.2.4.4,dev_ACC0004,US,False,2026-05-05 20:40:00
TX00220,ACC0007,card_a18b713bc969,MERCH001,GROCERY,214.28,USD,APPROVED,,10.2.7.7,dev_ACC0007,US,False,2026-05-06 01:36:00
TX00221,ACC0019,card_7163f7d2b432,MERCH001,GROCERY,75.47,USD,APPROVED,,10.2.19.19,dev_ACC0019,US,False,2026-05-05 13:28:00
TX00222,ACC0033,card_41c321590403,MERCH002,GROCERY,32.01,USD,APPROVED,,10.2.33.33,dev_ACC0033,US,False,2026-05-07 22:55:00
TX00223,ACC0015,card_4b32a63b5d85,MERCH002,GROCERY,233.31,USD,APPROVED,,10.2.15.15,dev_ACC0015,US,False,2026-05-07 19:55:00
TX00224,ACC0027,card_489fa70c2b9d,MERCH002,GROCERY,99.75,USD,DECLINED,INSUFFICIENT_FUNDS,10.2.27.27,dev_ACC0027,US,False,2026-05-08 01:08:00
TX00225,ACC0025,card_be315fed800f,MERCH002,GROCERY,63.89,USD,APPROVED,,10.2.25.25,dev_ACC0025,US,False,2026-05-07 20:47:00
TX00226,ACC0021,card_b477b1e75316,MERCH002,GROCERY,90.47,USD,APPROVED,,10.2.21.21,dev_ACC0021,US,False,2026-05-08 06:11:00
TX00227,ACC0010,card_64171538195d,MERCH002,GROCERY,230.18,USD,APPROVED,,10.2.10.10,dev_ACC0010,US,False,2026-05-07 17:47:00
TX00228,ACC0031,card_77e6c3c4e982,MERCH002,GROCERY,192.12,USD,APPROVED,,10.2.31.31,dev_ACC0031,US,False,2026-05-07 12:44:00
TX00229,ACC0031,card_77e6c3c4e982,MERCH002,GROCERY,227.41,USD,APPROVED,,10.2.31.31,dev_ACC0031,US,False,2026-05-07 08:10:00
TX00230,ACC0002,card_18a25fac3779,MERCH002,GROCERY,141.71,USD,APPROVED,,10.2.2.2,dev_ACC0002,US,False,2026-05-07 13:06:00
TX00231,ACC0039,card_b65ecfd159f7,MERCH002,GROCERY,196.28,USD,APPROVED,,10.2.39.39,dev_ACC0039,US,False,2026-05-07 11:47:00
TX00232,ACC0016,card_475c7ffdd5f2,MERCH002,GROCERY,67.23,USD,APPROVED,,10.2.16.16,dev_ACC0016,US,False,2026-05-07 09:37:00
TX00233,ACC0040,card_eab942742129,MERCH002,GROCERY,210.81,USD,APPROVED,,10.2.40.40,dev_ACC0040,US,False,2026-05-07 11:47:00
TX00234,ACC0032,card_8f333e9ea27f,MERCH002,GROCERY,161.67,USD,APPROVED,,10.2.32.32,dev_ACC0032,US,False,2026-05-07 08:33:00
TX00235,ACC0037,card_92a81cd52f45,MERCH002,GROCERY,79.91,USD,APPROVED,,10.2.37.37,dev_ACC0037,US,False,2026-05-07 12:54:00
TX00236,ACC0001,card_30bae3b4b7a2,MERCH002,GROCERY,146.96,USD,APPROVED,,10.2.1.1,dev_ACC0001,US,False,2026-05-07 16:12:00
TX00237,ACC0012,card_167012b76f92,MERCH002,GROCERY,135.64,USD,APPROVED,,10.2.12.12,dev_ACC0012,US,False,2026-05-07 10:55:00
TX00238,ACC0024,card_096dcf3cee0d,MERCH002,GROCERY,140.58,USD,DECLINED,INSUFFICIENT_FUNDS,10.2.24.24,dev_ACC0024,US,False,2026-05-08 01:57:00
TX00239,ACC0033,card_41c321590403,MERCH002,GROCERY,219.60,USD,APPROVED,,10.2.33.33,dev_ACC0033,US,False,2026-05-07 21:19:00
TX00240,ACC0003,card_3ebd09c3f28a,MERCH002,GROCERY,70.88,USD,APPROVED,,10.2.3.3,dev_ACC0003,US,False,2026-05-07 20:44:00
TX00241,ACC0002,card_18a25fac3779,MERCH002,GROCERY,92.75,USD,APPROVED,,10.2.2.2,dev_ACC0002,US,False,2026-05-07 10:18:00
TX00242,ACC0007,card_a18b713bc969,MERCH002,GROCERY,42.02,USD,APPROVED,,10.2.7.7,dev_ACC0007,US,False,2026-05-07 19:20:00
TX00243,ACC0023,card_302ec4c12b12,MERCH002,GROCERY,52.02,USD,APPROVED,,10.2.23.23,dev_ACC0023,US,False,2026-05-08 05:56:00
TX00244,ACC0030,card_014f38b046cf,MERCH002,GROCERY,161.62,USD,APPROVED,,10.2.30.30,dev_ACC0030,US,False,2026-05-08 00:20:00
TX00245,ACC0009,card_e055b988f89b,MERCH002,GROCERY,18.88,USD,DECLINED,INSUFFICIENT_FUNDS,10.2.9.9,dev_ACC0009,US,False,2026-05-07 23:37:00
TX00246,ACC0013,card_d4037b40d345,MERCH002,GROCERY,222.59,USD,DECLINED,INSUFFICIENT_FUNDS,10.2.13.13,dev_ACC0013,US,False,2026-05-07 14:48:00
TX00247,ACC0021,card_b477b1e75316,MERCH002,GROCERY,105.57,USD,APPROVED,,10.2.21.21,dev_ACC0021,US,False,2026-05-08 01:35:00
TX00248,ACC0035,card_827e67fb071f,MERCH002,GROCERY,190.79,USD,APPROVED,,10.2.35.35,dev_ACC0035,US,False,2026-05-07 09:14:00
TX00249,ACC0013,card_d4037b40d345,MERCH002,GROCERY,217.79,USD,APPROVED,,10.2.13.13,dev_ACC0013,US,False,2026-05-07 09:37:00
TX00250,ACC0022,card_41d6615b845a,MERCH002,GROCERY,114.87,USD,APPROVED,,10.2.22.22,dev_ACC0022,US,False,2026-05-07 20:33:00
TX00251,ACC0026,card_b787638fefdb,MERCH002,GROCERY,91.37,USD,APPROVED,,10.2.26.26,dev_ACC0026,US,False,2026-05-07 21:11:00
TX00252,ACC0012,card_167012b76f92,MERCH002,GROCERY,98.16,USD,APPROVED,,10.2.12.12,dev_ACC0012,US,False,2026-05-08 00:58:00
TX00253,ACC0034,card_d58fd21b9a1c,MERCH002,GROCERY,184.50,USD,APPROVED,,10.2.34.34,dev_ACC0034,US,False,2026-05-07 10:49:00
TX00254,ACC0006,card_bd53691627aa,MERCH002,GROCERY,140.91,USD,APPROVED,,10.2.6.6,dev_ACC0006,US,False,2026-05-07 14:09:00
TX00255,ACC0021,card_b477b1e75316,MERCH002,GROCERY,168.62,USD,APPROVED,,10.2.21.21,dev_ACC0021,US,False,2026-05-07 19:11:00
TX00256,ACC0020,card_f4e9adef0c5f,MERCH002,GROCERY,49.99,USD,APPROVED,,10.2.20.20,dev_ACC0020,US,False,2026-05-07 22:32:00
TX00257,ACC0029,card_e4224f2ad167,MERCH002,GROCERY,184.44,USD,APPROVED,,10.2.29.29,dev_ACC0029,US,False,2026-05-07 09:26:00
TX00258,ACC0023,card_302ec4c12b12,MERCH002,GROCERY,75.89,USD,APPROVED,,10.2.23.23,dev_ACC0023,US,False,2026-05-07 22:50:00
TX00259,ACC0004,card_0558751a0689,MERCH002,GROCERY,107.49,USD,APPROVED,,10.2.4.4,dev_ACC0004,US,False,2026-05-08 05:45:00
TX00260,ACC0033,card_41c321590403,MERCH002,GROCERY,48.40,USD,APPROVED,,10.2.33.33,dev_ACC0033,US,False,2026-05-08 07:11:00
TX00261,ACC0002,card_18a25fac3779,MERCH002,GROCERY,172.74,USD,APPROVED,,10.2.2.2,dev_ACC0002,US,False,2026-05-08 04:44:00
TX00262,ACC0029,card_e4224f2ad167,MERCH002,GROCERY,66.64,USD,DECLINED,INSUFFICIENT_FUNDS,10.2.29.29,dev_ACC0029,US,False,2026-05-07 10:17:00
TX00263,ACC0024,card_096dcf3cee0d,MERCH002,GROCERY,17.77,USD,APPROVED,,10.2.24.24,dev_ACC0024,US,False,2026-05-08 03:21:00
TX00264,ACC0010,card_64171538195d,MERCH002,GROCERY,99.28,USD,APPROVED,,10.2.10.10,dev_ACC0010,US,False,2026-05-07 20:39:00
TX00265,ACC0005,card_42f40d2292e0,MERCH002,GROCERY,98.07,USD,APPROVED,,10.2.5.5,dev_ACC0005,US,False,2026-05-08 02:04:00
TX00266,ACC0021,card_b477b1e75316,MERCH002,GROCERY,240.52,USD,APPROVED,,10.2.21.21,dev_ACC0021,US,False,2026-05-07 16:31:00
TX00267,ACC0002,card_18a25fac3779,MERCH002,GROCERY,134.26,USD,APPROVED,,10.2.2.2,dev_ACC0002,US,False,2026-05-08 01:02:00
TX00268,ACC0036,card_230dbc836d74,MERCH002,GROCERY,178.97,USD,APPROVED,,10.2.36.36,dev_ACC0036,US,False,2026-05-07 16:53:00
TX00269,ACC0014,card_47b704c2ddd9,MERCH002,GROCERY,176.56,USD,APPROVED,,10.2.14.14,dev_ACC0014,US,False,2026-05-07 17:44:00
TX00270,ACC0032,card_8f333e9ea27f,MERCH002,GROCERY,214.68,USD,APPROVED,,10.2.32.32,dev_ACC0032,US,False,2026-05-07 12:37:00
TX00271,ACC0029,card_e4224f2ad167,MERCH002,GROCERY,249.34,USD,APPROVED,,10.2.29.29,dev_ACC0029,US,False,2026-05-07 23:11:00
TX00272,ACC0021,card_b477b1e75316,MERCH002,GROCERY,142.00,USD,APPROVED,,10.2.21.21,dev_ACC0021,US,False,2026-05-07 10:12:00
TX00273,ACC0019,card_7163f7d2b432,MERCH002,GROCERY,180.83,USD,APPROVED,,10.2.19.19,dev_ACC0019,US,False,2026-05-07 13:22:00
TX00274,ACC0012,card_167012b76f92,MERCH002,GROCERY,63.82,USD,APPROVED,,10.2.12.12,dev_ACC0012,US,False,2026-05-08 01:21:00
TX00275,ACC0013,card_d4037b40d345,MERCH002,GROCERY,199.69,USD,APPROVED,,10.2.13.13,dev_ACC0013,US,False,2026-05-07 16:04:00
TX00276,ACC0002,card_18a25fac3779,MERCH002,GROCERY,98.54,USD,APPROVED,,10.2.2.2,dev_ACC0002,US,False,2026-05-08 03:32:00
TX00277,ACC0036,card_230dbc836d74,MERCH002,GROCERY,25.78,USD,APPROVED,,10.2.36.36,dev_ACC0036,US,False,2026-05-07 10:56:00
TX00278,ACC0026,card_b787638fefdb,MERCH002,GROCERY,136.17,USD,APPROVED,,10.2.26.26,dev_ACC0026,US,False,2026-05-08 00:20:00
TX00279,ACC0027,card_489fa70c2b9d,MERCH002,GROCERY,40.08,USD,APPROVED,,10.2.27.27,dev_ACC0027,US,False,2026-05-07 10:31:00
TX00280,ACC0021,card_b477b1e75316,MERCH002,GROCERY,121.80,USD,APPROVED,,10.2.21.21,dev_ACC0021,US,False,2026-05-07 23:21:00
TX00281,ACC0034,card_d58fd21b9a1c,MERCH002,GROCERY,163.55,USD,APPROVED,,10.2.34.34,dev_ACC0034,US,False,2026-05-08 02:49:00
TX00282,ACC0012,card_167012b76f92,MERCH003,GROCERY,113.83,USD,APPROVED,,10.2.12.12,dev_ACC0012,US,False,2026-05-09 12:24:00
TX00283,ACC0004,card_0558751a0689,MERCH003,GROCERY,46.72,USD,APPROVED,,10.2.4.4,dev_ACC0004,US,False,2026-05-10 01:41:00
TX00284,ACC0011,card_5d9e8a514237,MERCH003,GROCERY,93.05,USD,APPROVED,,10.2.11.11,dev_ACC0011,US,False,2026-05-09 15:41:00
TX00285,ACC0034,card_d58fd21b9a1c,MERCH003,GROCERY,70.15,USD,APPROVED,,10.2.34.34,dev_ACC0034,US,False,2026-05-09 10:41:00
TX00286,ACC0036,card_230dbc836d74,MERCH003,GROCERY,82.68,USD,APPROVED,,10.2.36.36,dev_ACC0036,US,False,2026-05-10 05:20:00
TX00287,ACC0035,card_827e67fb071f,MERCH003,GROCERY,50.47,USD,APPROVED,,10.2.35.35,dev_ACC0035,US,False,2026-05-10 05:52:00
TX00288,ACC0038,card_00108336cc34,MERCH003,GROCERY,159.88,USD,APPROVED,,10.2.38.38,dev_ACC0038,US,False,2026-05-10 06:29:00
TX00289,ACC0039,card_b65ecfd159f7,MERCH003,GROCERY,19.89,USD,APPROVED,,10.2.39.39,dev_ACC0039,US,False,2026-05-10 03:14:00
TX00290,ACC0002,card_18a25fac3779,MERCH003,GROCERY,195.05,USD,APPROVED,,10.2.2.2,dev_ACC0002,US,False,2026-05-10 05:53:00
TX00291,ACC0017,card_19c6f371f386,MERCH003,GROCERY,109.98,USD,APPROVED,,10.2.17.17,dev_ACC0017,US,False,2026-05-10 03:31:00
TX00292,ACC0002,card_18a25fac3779,MERCH003,GROCERY,140.94,USD,APPROVED,,10.2.2.2,dev_ACC0002,US,False,2026-05-10 05:24:00
TX00293,ACC0020,card_f4e9adef0c5f,MERCH003,GROCERY,81.38,USD,APPROVED,,10.2.20.20,dev_ACC0020,US,False,2026-05-09 21:51:00
TX00294,ACC0005,card_42f40d2292e0,MERCH003,GROCERY,115.51,USD,APPROVED,,10.2.5.5,dev_ACC0005,US,False,2026-05-09 13:23:00
TX00295,ACC0031,card_77e6c3c4e982,MERCH003,GROCERY,155.60,USD,APPROVED,,10.2.31.31,dev_ACC0031,US,False,2026-05-09 19:36:00
TX00296,ACC0021,card_b477b1e75316,MERCH003,GROCERY,186.21,USD,APPROVED,,10.2.21.21,dev_ACC0021,US,False,2026-05-09 18:53:00
TX00297,ACC0023,card_302ec4c12b12,MERCH003,GROCERY,192.56,USD,APPROVED,,10.2.23.23,dev_ACC0023,US,False,2026-05-09 12:27:00
TX00298,ACC0033,card_41c321590403,MERCH003,GROCERY,68.02,USD,APPROVED,,10.2.33.33,dev_ACC0033,US,False,2026-05-09 18:53:00
TX00299,ACC0008,card_b8fd3588983e,MERCH003,GROCERY,43.81,USD,APPROVED,,10.2.8.8,dev_ACC0008,US,False,2026-05-09 16:27:00
TX00300,ACC0004,card_0558751a0689,MERCH003,GROCERY,217.40,USD,APPROVED,,10.2.4.4,dev_ACC0004,US,False,2026-05-09 21:06:00
TX00301,ACC0027,card_489fa70c2b9d,MERCH003,GROCERY,205.23,USD,APPROVED,,10.2.27.27,dev_ACC0027,US,False,2026-05-09 13:27:00
TX00302,ACC0037,card_92a81cd52f45,MERCH003,GROCERY,193.15,USD,APPROVED,,10.2.37.37,dev_ACC0037,US,False,2026-05-09 14:28:00
TX00303,ACC0032,card_8f333e9ea27f,MERCH003,GROCERY,129.70,USD,APPROVED,,10.2.32.32,dev_ACC0032,US,False,2026-05-09 23:56:00
TX00304,ACC0020,card_f4e9adef0c5f,MERCH003,GROCERY,236.86,USD,APPROVED,,10.2.20.20,dev_ACC0020,US,False,2026-05-09 11:04:00
TX00305,ACC0033,card_41c321590403,MERCH003,GROCERY,61.63,USD,APPROVED,,10.2.33.33,dev_ACC0033,US,False,2026-05-09 16:13:00
TX00306,ACC0023,card_302ec4c12b12,MERCH003,GROCERY,128.77,USD,DECLINED,INSUFFICIENT_FUNDS,10.2.23.23,dev_ACC0023,US,False,2026-05-09 17:36:00
TX00307,ACC0031,card_77e6c3c4e982,MERCH003,GROCERY,213.32,USD,APPROVED,,10.2.31.31,dev_ACC0031,US,False,2026-05-09 08:16:00
TX00308,ACC0028,card_e67a2247a5da,MERCH003,GROCERY,184.60,USD,APPROVED,,10.2.28.28,dev_ACC0028,US,False,2026-05-09 17:01:00
TX00309,ACC0026,card_b787638fefdb,MERCH003,GROCERY,22.28,USD,APPROVED,,10.2.26.26,dev_ACC0026,US,False,2026-05-09 21:40:00
TX00310,ACC0036,card_230dbc836d74,MERCH003,GROCERY,79.26,USD,APPROVED,,10.2.36.36,dev_ACC0036,US,False,2026-05-10 02:53:00
TX00311,ACC0025,card_be315fed800f,MERCH003,GROCERY,77.13,USD,APPROVED,,10.2.25.25,dev_ACC0025,US,False,2026-05-10 02:46:00
TX00312,ACC0040,card_eab942742129,MERCH003,GROCERY,40.88,USD,APPROVED,,10.2.40.40,dev_ACC0040,US,False,2026-05-09 12:03:00
TX00313,ACC0007,card_a18b713bc969,MERCH003,GROCERY,143.88,USD,APPROVED,,10.2.7.7,dev_ACC0007,US,False,2026-05-09 19:34:00
TX00314,ACC0024,card_096dcf3cee0d,MERCH003,GROCERY,154.59,USD,APPROVED,,10.2.24.24,dev_ACC0024,US,False,2026-05-09 14:47:00
TX00315,ACC0026,card_b787638fefdb,MERCH003,GROCERY,19.34,USD,APPROVED,,10.2.26.26,dev_ACC0026,US,False,2026-05-09 09:32:00
TX00316,ACC0022,card_41d6615b845a,MERCH003,GROCERY,119.68,USD,APPROVED,,10.2.22.22,dev_ACC0022,US,False,2026-05-10 01:43:00
TX00317,ACC0039,card_b65ecfd159f7,MERCH003,GROCERY,88.71,USD,APPROVED,,10.2.39.39,dev_ACC0039,US,False,2026-05-09 12:46:00
TX00318,ACC0040,card_eab942742129,MERCH003,GROCERY,247.75,USD,APPROVED,,10.2.40.40,dev_ACC0040,US,False,2026-05-09 21:24:00
TX00319,ACC0020,card_f4e9adef0c5f,MERCH003,GROCERY,208.79,USD,APPROVED,,10.2.20.20,dev_ACC0020,US,False,2026-05-10 01:18:00
TX00320,ACC0035,card_827e67fb071f,MERCH003,GROCERY,81.95,USD,APPROVED,,10.2.35.35,dev_ACC0035,US,False,2026-05-10 03:12:00
TX00321,ACC0002,card_18a25fac3779,MERCH003,GROCERY,36.31,USD,APPROVED,,10.2.2.2,dev_ACC0002,US,False,2026-05-10 06:59:00
TX00322,ACC0027,card_489fa70c2b9d,MERCH003,GROCERY,16.40,USD,APPROVED,,10.2.27.27,dev_ACC0027,US,False,2026-05-10 05:28:00
TX00323,ACC0031,card_77e6c3c4e982,MERCH003,GROCERY,197.90,USD,APPROVED,,10.2.31.31,dev_ACC0031,US,False,2026-05-10 06:22:00
TX00324,ACC0038,card_00108336cc34,MERCH003,GROCERY,150.05,USD,APPROVED,,10.2.38.38,dev_ACC0038,US,False,2026-05-09 09:45:00
TX00325,ACC0011,card_5d9e8a514237,MERCH003,GROCERY,195.91,USD,APPROVED,,10.2.11.11,dev_ACC0011,US,False,2026-05-10 05:09:00
TX00326,ACC0025,card_be315fed800f,MERCH003,GROCERY,68.13,USD,APPROVED,,10.2.25.25,dev_ACC0025,US,False,2026-05-10 07:14:00
TX00327,ACC0037,card_92a81cd52f45,MERCH003,GROCERY,55.79,USD,APPROVED,,10.2.37.37,dev_ACC0037,US,False,2026-05-09 11:45:00
TX00328,ACC0029,card_e4224f2ad167,MERCH003,GROCERY,109.11,USD,APPROVED,,10.2.29.29,dev_ACC0029,US,False,2026-05-09 13:10:00
TX00329,ACC0014,card_47b704c2ddd9,MERCH003,GROCERY,230.93,USD,APPROVED,,10.2.14.14,dev_ACC0014,US,False,2026-05-10 04:52:00
TX00330,ACC0004,card_0558751a0689,MERCH003,GROCERY,59.76,USD,APPROVED,,10.2.4.4,dev_ACC0004,US,False,2026-05-10 01:42:00
TX00331,ACC0021,card_b477b1e75316,MERCH003,GROCERY,136.11,USD,APPROVED,,10.2.21.21,dev_ACC0021,US,False,2026-05-10 00:19:00
